stack=rr30a_s3;stackdb=rr30a_s3_db2;saveTime=3583947939.788000;version=20151224;
idx,x,y,z,sLen2d,sLen3d,intmSeconds,isDirty,intBad,intManual,spineWidth,extendHead,extendTail,scaleRadius,zPlusMinus,sSum,sMean,sSD,sN,sbSum,sbMean,sbSD,sbN,sbxyManual,sbxPos,sbyPos,dSum,dMean,dSD,dN,dPlus,dMinus,dbSum,dbMean,dbSD,dbN,ubssSum,ubssMean,ubsdSum,ubsdMean,utssmoss,utsmmosm,utssdoss,utsmdosm,utssmods,utsmmodm,utssdods,utsmdodm,utssdtds,utsmdtdm,utdsdods,utdmdodm,uSEV,
16.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
19.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
20.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
21.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
22.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
23.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
24.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
25.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
26.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
27.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
28.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
29.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
30.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
31.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
32.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
33.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
34.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
35.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
36.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
37.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
38.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
39.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
40.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
41.000000,NaN,NaN,NaN,4.701292,4.701292,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273262.000000,133.363592,218.542127,2049.000000,81901.000000,39.971205,46.500815,2049.000000,NaN,38.588845,35.465878,286908.000000,646.189189,449.793291,444.000000,NaN,NaN,18499.000000,41.664414,47.363276,444.000000,191361.000000,93.392387,268409.000000,604.524775,-210161.000000,-102.567593,0.476589,0.476589,-880640.000000,-2321.024280,0.178508,0.038681,0.712946,0.154489,0.250381,0.250381,1.903453,
42.000000,NaN,NaN,NaN,0.911546,0.911546,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,276294.000000,278.241692,465.659762,993.000000,39034.000000,39.309164,47.191935,993.000000,NaN,41.939510,39.492020,320253.000000,667.193750,429.607995,480.000000,NaN,NaN,18548.000000,38.641667,47.545042,480.000000,237260.000000,238.932528,301705.000000,628.552083,-185170.000000,-186.475327,0.561655,0.561655,-921706.000000,-2175.579972,0.204717,0.098957,0.786397,0.380132,0.260323,0.260323,2.157536,
43.000000,NaN,NaN,NaN,0.907785,0.907785,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176894.000000,322.211293,412.238007,549.000000,21459.000000,39.087432,45.769492,549.000000,NaN,51.606930,20.726111,259015.000000,564.302832,375.244424,459.000000,NaN,NaN,17400.000000,37.908497,41.664709,459.000000,155435.000000,283.123861,241615.000000,526.394335,-101637.000000,-185.131148,0.604636,0.604636,-950276.000000,-2125.832566,0.140575,0.117530,0.643317,0.537855,0.218516,0.218516,2.767017,
44.000000,NaN,NaN,NaN,2.972560,3.582752,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,273424.000000,188.698413,291.761661,1449.000000,56108.000000,38.721877,47.804989,1449.000000,NaN,45.976000,14.467802,234819.000000,501.750000,273.341625,468.000000,NaN,NaN,20097.000000,42.942308,52.286958,468.000000,217316.000000,149.976536,214722.000000,458.807692,-71564.000000,-49.388543,0.752271,0.752271,-808026.000000,-2040.925173,0.211945,0.068454,1.012081,0.326883,0.209415,0.209415,3.592249,
45.000000,NaN,NaN,NaN,2.865086,3.034587,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211454.000000,145.629477,235.763076,1452.000000,57441.000000,39.559917,44.348005,1452.000000,NaN,60.607470,35.357690,265223.000000,549.115942,329.898763,483.000000,NaN,NaN,18103.000000,37.480331,45.453468,483.000000,154013.000000,106.069560,247120.000000,511.635611,-104311.000000,-71.839530,0.596201,0.596201,-885423.000000,-2045.971848,0.148170,0.049288,0.623232,0.207315,0.237744,0.237744,2.507740,
46.000000,NaN,NaN,NaN,1.297089,1.637816,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,176698.000000,168.283810,235.456179,1050.000000,40657.000000,38.720952,44.495833,1050.000000,NaN,51.218695,21.329528,239996.000000,484.840404,311.782937,495.000000,NaN,NaN,18878.000000,38.137374,44.702223,495.000000,136041.000000,129.562858,221118.000000,446.703030,-131095.000000,-124.852381,0.509257,0.509257,-1039024.000000,-2244.305829,0.115773,0.054579,0.615242,0.290042,0.188175,0.188175,2.706295,
47.000000,NaN,NaN,NaN,2.043922,2.275438,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261189.000000,239.842975,294.296613,1089.000000,42359.000000,38.897153,48.511828,1089.000000,NaN,56.808165,29.897181,258297.000000,544.930380,347.635519,474.000000,NaN,NaN,19170.000000,40.443038,49.111018,474.000000,218830.000000,200.945822,239127.000000,504.487342,-223000.000000,-204.775023,0.495281,0.495281,-852934.000000,-2060.159663,0.204177,0.088871,0.915120,0.398317,0.223115,0.223115,2.219843,
48.000000,NaN,NaN,NaN,2.019704,2.019704,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,218943.000000,179.756158,284.716224,1218.000000,44127.000000,36.229064,40.994609,1218.000000,NaN,60.149845,30.300040,323443.000000,669.654244,468.780224,483.000000,NaN,NaN,21889.000000,45.318841,57.326120,483.000000,174816.000000,143.527094,301554.000000,624.335403,-25447.000000,-20.892446,0.872932,0.872932,-835519.000000,-1948.263796,0.173028,0.068614,0.579717,0.229888,0.298469,0.298469,2.924696,
49.000000,NaN,NaN,NaN,0.499001,0.499001,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222416.000000,219.345168,332.011318,1014.000000,38403.000000,37.872781,45.174845,1014.000000,NaN,65.401000,31.709508,298472.000000,625.727463,448.194995,477.000000,NaN,NaN,19005.000000,39.842767,54.826372,477.000000,184013.000000,181.472387,279467.000000,585.884696,-44283.000000,-43.671597,0.806028,0.806028,-797182.000000,-1875.540192,0.187540,0.088221,0.658443,0.309741,0.284823,0.284823,2.829925,
50.000000,NaN,NaN,NaN,1.312455,1.312455,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,214342.000000,179.515913,248.981675,1194.000000,46670.000000,39.087102,48.851066,1194.000000,NaN,67.863000,32.559964,234240.000000,476.097561,321.515851,492.000000,NaN,NaN,19400.000000,39.430894,46.605871,492.000000,167672.000000,140.428811,214840.000000,436.666667,-78649.000000,-65.870184,0.680705,0.680705,-797400.000000,-1821.099644,0.173740,0.071592,0.780451,0.321593,0.222616,0.222616,3.057762,
51.000000,NaN,NaN,NaN,1.174021,1.174021,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,204894.000000,293.124464,303.244481,699.000000,25885.000000,37.031474,42.925392,699.000000,NaN,61.033000,30.240126,219249.000000,451.129630,290.044294,486.000000,NaN,NaN,17852.000000,36.732510,45.090636,486.000000,179009.000000,256.092990,201397.000000,414.397120,-120154.000000,-171.894135,0.598366,0.598366,-827270.000000,-1814.439932,0.177892,0.123685,0.888836,0.617989,0.200140,0.200140,2.989733,
52.000000,NaN,NaN,NaN,1.391921,1.391921,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,211403.000000,264.916040,370.697300,798.000000,28890.000000,36.203008,41.632573,798.000000,NaN,65.000011,32.227872,230584.000000,486.464135,317.094119,474.000000,NaN,NaN,19313.000000,40.744726,50.129981,474.000000,182513.000000,228.713032,211271.000000,445.719409,-164013.000000,-205.530076,0.526694,0.526694,-824631.000000,-1896.063339,0.181218,0.107641,0.863881,0.513132,0.209772,0.209772,2.510786,
53.000000,NaN,NaN,NaN,1.459655,1.459655,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,248651.000000,237.489016,347.278658,1047.000000,42934.000000,41.006686,52.969533,1047.000000,NaN,75.112000,30.907416,280916.000000,557.373016,362.588732,504.000000,NaN,NaN,22652.000000,44.944444,57.869161,504.000000,205717.000000,196.482330,258264.000000,512.428572,-149924.000000,-143.193888,0.578440,0.578440,-976314.000000,-2148.817273,0.174037,0.083777,0.796538,0.383434,0.218492,0.218492,2.647423,
54.000000,NaN,NaN,NaN,3.355154,3.501008,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,421774.000000,272.992880,448.588420,1545.000000,61104.000000,39.549515,48.565167,1545.000000,NaN,72.176000,17.532846,335118.000000,681.134146,420.388621,492.000000,NaN,NaN,20454.000000,41.573171,50.218309,492.000000,360670.000000,233.443365,314664.000000,639.560975,-92720.000000,-60.012945,0.795496,0.795496,-951735.000000,-2434.046472,0.274816,0.087514,1.146207,0.365006,0.239761,0.239761,3.317866,
55.000000,NaN,NaN,NaN,2.340623,2.340623,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,241148.000000,185.641263,311.504195,1299.000000,55478.000000,42.708237,55.484853,1299.000000,NaN,90.276708,33.456413,345049.000000,705.621677,442.419232,489.000000,NaN,NaN,20824.000000,42.584867,48.956503,489.000000,185670.000000,142.933026,324225.000000,663.036810,-134629.000000,-103.640492,0.579677,0.579677,-1142416.000000,-2572.989264,0.139803,0.052628,0.572658,0.215573,0.244130,0.244130,2.374465,
56.000000,NaN,NaN,NaN,0.935090,1.111033,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226900.000000,292.020592,432.762014,777.000000,32022.000000,41.212355,47.330653,777.000000,NaN,75.377951,27.264181,414750.000000,837.878788,513.097340,495.000000,NaN,NaN,22071.000000,44.587879,54.923980,495.000000,194878.000000,250.808237,392679.000000,793.290909,-91689.000000,-118.003860,0.680043,0.680043,-1095404.000000,-2355.822066,0.151035,0.096219,0.496278,0.316162,0.304336,0.304336,2.234517,
57.000000,NaN,NaN,NaN,1.058645,1.058645,NaN,0.000000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,518943.000000,495.647564,816.935043,1047.000000,42648.000000,40.733524,49.475052,1047.000000,NaN,79.723000,13.647000,415663.000000,871.410901,574.746903,477.000000,NaN,NaN,21829.000000,45.763103,53.214885,477.000000,476295.000000,454.914040,393834.000000,825.647798,7485.000000,7.148997,1.015966,1.015966,-584661.000000,-1769.312375,0.448930,0.204527,1.209380,0.550978,0.371207,0.371207,2.736928,
